sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
SKU: #RC48014,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">Fusing rope ends helps protect your rope and prevent unraveling after cutting the rope.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">Fusing rope ends helps protect your rope and prevent unraveling after cutting the rope.</span>","Rs14,350.00",Rs0.00,PMI Electric Hot Knife,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/o/hot_knife.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/o/hot_knife.jpg,
SKU: #1.6703,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">Discover unknown terrain or look at things in more detail with the Explorer, the “Officer’s Knife” for adventurers.</span></p><br>
<p><span style=""color: #000000;""> </span></p><br>
<ul><br>
<li><span style=""color: #000000;"">Large blade </span></li><br>
<li><span style=""color: #000000;"">Small blade </span></li><br>
<li><span style=""color: #000000;"">Philips screwdriver </span></li><br>
<li><span style=""color: #000000;"">Scissors </span></li><br>
<li><span style=""color: #000000;"">Cap lifter with</span></li><br>
<li><span style=""color: #000000;"">Screwdriver</span></li><br>
<li><span style=""color: #000000;"">Wire stripper</span></li><br>
<li><span style=""color: #000000;"">Can opener </span></li><br>
<li><span style=""color: #000000;"">Small screwdriver</span></li><br>
<li><span style=""color: #000000;"">Corkscrew </span></li><br>
<li><span style=""color: #000000;"">Multi-purpose hook (parcel carrier) </span></li><br>
<li><span style=""color: #000000;"">Magnifying lens 5x </span></li><br>
<li><span style=""color: #000000;"">Reamer with sewing eye </span></li><br>
<li><span style=""color: #000000;"">Tweezers </span></li><br>
<li><span style=""color: #000000;"">Toothpick </span></li><br>
<li><span style=""color: #000000;"">Key ring inox </span></li><br>
</ul><br>
<p><span style=""color: #000000;""> </span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">Discover unknown terrain or look at things in more detail with the Explorer, the “Officer’s Knife” for adventurers.</span>,<span style=""color: #000000;""> </span>,<span style=""color: #000000;""> </span>","Rs2,350.00",Rs0.00,Victorinox Knife Explorer,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/n/knife_explorer.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/explorer2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/n/knife_explorer.jpg,
SKU: #10257,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/sale20.html"" title="""">Season Sale</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Rothco's 7 x 35MM Binoculars have a power of 10X, objective of 50MM,</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">field view of 122/367ft,</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">eye relief of 12.7MM and exit pupil of 5MM.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The binoculars also come with case for storage.</span></p></div>
        </div>","<div class=""input-box"">
        <select name=""options[29]"" id=""select_29"" class="" required-entry product-custom-option"" title="""" onchange=""opConfig.reloadPrice()""><option value="""">-- Please Select --</option><option value=""54"" price=""0"">Black </option></select>                                </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Rothco's 7 x 35MM Binoculars have a power of 10X, objective of 50MM,</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">field view of 122/367ft,</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">eye relief of 12.7MM and exit pupil of 5MM.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The binoculars also come with case for storage.</span>","Rs3,100.00",Rs0.00,Rothco 7 x 35MM Binoculars,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/i/binocular-10257-rothco.png,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/i/binocular-10257-rothco.png,"<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>"
SKU: #1.3713,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">Camping site, fireplace or raised hide?</span></p><br>
<p><span style=""color: #000000;"">The Huntsman is at home in any territory.</span></p><br>
<p><span style=""color: #000000;"">Tools Are</span></p><br>
<ul><br>
<li><span style=""color: #000000;"">Large blade </span></li><br>
<li><span style=""color: #000000;"">Small blade </span></li><br>
<li><span style=""color: #000000;"">Can opener with</span></li><br>
<li><span style=""color: #000000;"">Small screwdriver</span></li><br>
<li><span style=""color: #000000;"">Cap lifter with</span></li><br>
<li><span style=""color: #000000;"">Screwdriver</span></li><br>
<li><span style=""color: #000000;"">Wire stripper</span></li><br>
<li><span style=""color: #000000;"">Scissors </span></li><br>
<li><span style=""color: #000000;"">Wood saw </span></li><br>
<li><span style=""color: #000000;"">Multi-purpose hook (parcel carrier) </span></li><br>
<li><span style=""color: #000000;"">Corkscrew </span></li><br>
<li><span style=""color: #000000;"">Reamer with sewing eye </span></li><br>
<li><span style=""color: #000000;"">Toothpick </span></li><br>
<li><span style=""color: #000000;"">Tweezers </span></li><br>
<li><span style=""color: #000000;"">Key ring inox</span></li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">Camping site, fireplace or raised hide?</span>,<span style=""color: #000000;"">The Huntsman is at home in any territory.</span>,<span style=""color: #000000;"">Tools Are</span>","Rs1,950.00",Rs0.00,Victorinox Knife Huntsman,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/n/knife_huntsman2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/n/knife_huntsman.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/n/knife_huntsman.jpg,
SKU: ,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/outdoorclothing.html"" title="""">Clothing</a>","<div class=""short-description"">
                    <div class=""std""><p><span>Terra Pants are lightweight, hard-wearing, weather resistant and highly breathable pants, suitable for a wide range of outdoor sports. The TACTEL® Nylon outer provides a cotton-like feel, which doesn\'t rustle or crackle, but retains the durability and fast drying qualities of Nylon. The tight weave of TACTEL® together with a TEFLON® surface finish helps water to bead up and run off the fabric face. The Terra Pants\' low weight, small pack size, fast drying properties and extremely durable reinforcements make them the ideal choice for any serious adventure traveller or mountaineer.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span>Terra Pants are lightweight, hard-wearing, weather resistant and highly breathable pants, suitable for a wide range of outdoor sports. The TACTEL® Nylon outer provides a cotton-like feel, which doesn\'t rustle or crackle, but retains the durability and fast drying qualities of Nylon. The tight weave of TACTEL® together with a TEFLON® surface finish helps water to bead up and run off the fabric face. The Terra Pants\' low weight, small pack size, fast drying properties and extremely durable reinforcements make them the ideal choice for any serious adventure traveller or mountaineer.</span>","Rs7,300.00",Rs0.00,Montane TERRA PANTS,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/terra1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/terra3.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/terra2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/terra2.jpg,
SKU: #2778,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">The Princeton Tec EOS Headlamp is optimal for localized needs and spotting at a distance.</span></p><br>
<p><span style=""color: #000000;"">Three brightness levels and a safety blinking mode.</span></p><br>
<p><span style=""color: #000000;"">Up to 121 hours burntime on included AAA batteries.</span></p><br>
<ul><br>
<li><span style=""color: #000000;"">The powerful Maxbright 1-watt LED can reach out 150 feet on High setting and also give great near range lighting on the lower settings.</span><br><br></li><br>
<li><span style=""color: #000000;"">The advanced Princeton Tec lens/collimator design is what gives you long, mid and short distance lighting with just one LED.</span><br><br></li><br>
<li><span style=""color: #000000;"">What's a collimator, do you ask? It's a device to change a light point source to a parallel beam. The unique EOS narrows and widens that beam at the click of the switch.</span><br><br></li><br>
<li><span style=""color: #000000;"">The Constant Brightness feature regulates the light intensity as long as the batteries have sufficient voltage.</span><br><br></li><br>
<li><span style=""color: #000000;"">Large switch cycles between the four modes - high, medium, low and blink.</span><br><br></li><br>
<li><span style=""color: #000000;"">Head tilts for optimum light angle.</span><br><br></li><br>
<li><span style=""color: #000000;"">Waterproof down to one meter.</span></li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">The Princeton Tec EOS Headlamp is optimal for localized needs and spotting at a distance.</span>,<span style=""color: #000000;"">Three brightness levels and a safety blinking mode.</span>,<span style=""color: #000000;"">Up to 121 hours burntime on included AAA batteries.</span>","Rs3,800.00",Rs0.00,Princeton Tec EOS Headlamp,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/princeton_tec_eos_headlamp.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/princeton_eos2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/princeton_tec_eos_headlamp.jpg,
SKU: #2777,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">Simple, perfect, Fuel. So whisper light, you'll forget you're wearing it - til you need to light your way.</span></p><br>
<p><span style=""color: #000000;"">The Princeton Tec Fuel Headlamp's LEDs throw out lots of light while giving you up to 160 hours of battery life. </span></p><br>
<ul><br>
<li><span style=""color: #000000;"">A simple push button switches the three Ultrabright LEDs to give you four light settings - high, high/flash, medium and low. </span><br><br></li><br>
<li><span style=""color: #000000;"">On the high setting the bright light reaches out over 65 feet. </span><br><br></li><br>
<li><span style=""color: #000000;"">Battery life in hours is: high - 74, flash - 134, medium - 120 and low - 164. </span><br><br></li><br>
<li><span style=""color: #000000;"">Three AAA alkaline batteries (included) are quickly inserted in the clip lock, water resistant battery housing. </span><br><br></li><br>
<li><span style=""color: #000000;"">With the batteries, the Fuel weighs a mere 2.75 ounces! </span><br><br></li><br>
<li><span style=""color: #000000;"">The mounting bracket adjusts up or down to let you direct the light where you need it - from the distance, to the book in your lap.</span><br><br></li><br>
<li><span style=""color: #000000;"">The comfortable elastic head band holds the light firmly in place and easily adjusts to length.</span></li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">Simple, perfect, Fuel. So whisper light, you'll forget you're wearing it - til you need to light your way.</span>,<span style=""color: #000000;"">The Princeton Tec Fuel Headlamp's LEDs throw out lots of light while giving you up to 160 hours of battery life. </span>","Rs2,500.00",Rs0.00,Princeton Tec Fuel Headlamp,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/princeton_tec_fuel.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/princeton_tec_fuel.jpg,
SKU: #8233,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">Rubber adhesive</span></p><br>
<p><span style=""color: #000000;"">Polyethylene coated</span></p><br>
<p><span style=""color: #000000;"">Great for bundling, packaging and mending</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">Rubber adhesive</span>,<span style=""color: #000000;"">Polyethylene coated</span>,<span style=""color: #000000;"">Great for bundling, packaging and mending</span>",Rs900.00,Rs0.00,Rothco TAN DUCT TAPE 2'' X 60YDS,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/u/duct_tape_rothco.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/u/duuct_tape_rothco2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/u/duct_tape_rothco.jpg,
SKU: #1.3713.T7,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">Camping site, fireplace or raised hide? </span></p><br>
<p><span style=""color: #000000;"">The Huntsman is at home in any territory.</span></p><br>
<p><span style=""color: #000000;"">Tools Are:</span></p><br>
<ol><br>
<li><span style=""color: #000000;"">Large blade </span></li><br>
<li><span style=""color: #000000;"">Small blade </span></li><br>
<li><span style=""color: #000000;"">Can opener</span></li><br>
<li><span style=""color: #000000;"">Small screwdriver</span></li><br>
<li><span style=""color: #000000;"">Cap lifter with</span></li><br>
<li><span style=""color: #000000;"">Screwdriver</span></li><br>
<li><span style=""color: #000000;"">Wire stripper</span></li><br>
<li><span style=""color: #000000;"">Scissors </span></li><br>
<li><span style=""color: #000000;"">Wood saw </span></li><br>
<li><span style=""color: #000000;"">Multi-purpose hook (parcel carrier) </span></li><br>
<li><span style=""color: #000000;"">Corkscrew </span></li><br>
<li><span style=""color: #000000;"">Reamer with sewing eye </span></li><br>
<li><span style=""color: #000000;"">Toothpick </span></li><br>
<li><span style=""color: #000000;"">Tweezers </span></li><br>
<li><span style=""color: #000000;"">Key ring inox</span></li><br>
</ol><br>
<p><span style=""color: #000000;""> </span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">Camping site, fireplace or raised hide? </span>,<span style=""color: #000000;"">The Huntsman is at home in any territory.</span>,<span style=""color: #000000;"">Tools Are:</span>,<span style=""color: #000000;""> </span>","Rs2,250.00",Rs0.00,Victorinox Huntsman SilverTech,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/u/huntsman_slver_tech.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/u/huntsman_silver_tech2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/u/huntsman_slver_tech.jpg,
SKU: #1842,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;""><strong>1842</strong></span><br><br><span style=""color: #000000;"">Double wall tent</span></p><br>
<p><span style=""color: #000000;"">Tunnel shape</span></p><br>
<p><span style=""color: #000000;"">Compact and light</span></p><br>
<p><span style=""color: #000000;"">2 place</span></p><br>
<p><span style=""color: #000000;"">1 entrance</span></p><br>
<p><span style=""color: #000000;"">Poles assembling system by sleeve</span></p><br>
<p><span style=""color: #000000;"">Total weight: 2.00 kg including poles and pegs</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;""><strong>1842</strong></span>,<span style=""color: #000000;"">Double wall tent</span>,<span style=""color: #000000;"">Tunnel shape</span>,<span style=""color: #000000;"">Compact and light</span>,<span style=""color: #000000;"">2 place</span>,<span style=""color: #000000;"">1 entrance</span>,<span style=""color: #000000;"">Poles assembling system by sleeve</span>,<span style=""color: #000000;"">Total weight: 2.00 kg including poles and pegs</span>","Rs13,100.00",Rs0.00,Camp Tent Minima 2 ,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/i/minima_2_camp.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/i/minima_2_camp.jpg,
SKU: #7435,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">The Princeton Tec EOS Headlamp is optimal for localized needs and spotting at a distance.</span></p><br>
<p><span style=""color: #000000;"">Three brightness levels and a safety blinking mode.</span></p><br>
<p><span style=""color: #000000;"">Up to 121 hours burntime on included AAA batteries.</span></p><br>
<ul><br>
<li><span style=""color: #000000;"">The powerful Maxbright 1-watt LED can reach out 150 feet on High setting and also give great near range lighting on the lower settings.</span><br><br></li><br>
<li><span style=""color: #000000;"">The advanced Princeton Tec lens/collimator design is what gives you long, mid and short distance lighting with just one LED.</span><br><br></li><br>
<li><span style=""color: #000000;"">What's a collimator, do you ask? It's a device to change a light point source to a parallel beam. The unique EOS narrows and widens that beam at the click of the switch.</span><br><br></li><br>
<li><span style=""color: #000000;"">The Constant Brightness feature regulates the light intensity as long as the batteries have sufficient voltage.</span><br><br></li><br>
<li><span style=""color: #000000;"">Large switch cycles between the four modes - high, medium, low and blink.</span><br><br></li><br>
<li><span style=""color: #000000;"">Head tilts for optimum light angle.</span><br><br></li><br>
<li><span style=""color: #000000;"">Waterproof down to one meter.</span></li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">The Princeton Tec EOS Headlamp is optimal for localized needs and spotting at a distance.</span>,<span style=""color: #000000;"">Three brightness levels and a safety blinking mode.</span>,<span style=""color: #000000;"">Up to 121 hours burntime on included AAA batteries.</span>","Rs5,825.00",Rs0.00,Brunton Inspire Portable Power,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/r/brunton_inspire_portable_power.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/r/brunton_inspire_portable_power.jpg,
SKU: #7150,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><ul><br>
<li><span style=""color: #000000;"">100 lumen</span></li><br>
<li><span style=""color: #000000;"">Maintenance free cree xre led lasts up to 100,000 hours.</span></li><br>
<li><span style=""color: #000000;"">Never needs replacing!</span></li><br>
<li><span style=""color: #000000;"">''O'' ring sealed for water &amp; moisture resistance</span></li><br>
<li><span style=""color: #000000;"">Flashlight is anodized inside &amp; out for superior corrosion resistance &amp; durability</span></li><br>
<li><span style=""color: #000000;"">Lens is made of high tension, shatter &amp; scratch resistant polycarbonate material</span></li><br>
<li><span style=""color: #000000;"">Constant runtime: 2 hours</span></li><br>
<li><span style=""color: #000000;"">Includes: pocket clip, holster, lanyard &amp; 2 aa batteries</span></li><br>
<li><span style=""color: #000000;"">Lso combatable with 2aa rechargeable ni-cad batteries (not included)</span></li><br>
<li><span style=""color: #000000;"">Flashlight packaging: 6.13""x2.25""x11"" .53lbs</span></li><br>
<li><span style=""color: #000000;"">Length: 5.5""</span></li><br>
<li><span style=""color: #000000;"">Head width: 1""</span></li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>",,"Rs6,050.00",Rs0.00,SMITH & WESSON GALAXY ELITE 100 LUMEN CREE LED FLASHLIGHT,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/m/smith_wesson_galaxy_elite_100_lumen_cree_led_flashlight.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/m/smith_wesson_galaxy_elite_100_lumen_cree_led_flashlight.jpg,
SKU: #2780,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span>Power through the darkest conditions with the Princeton Tec Quad Headlamp. Four Ultrabright LEDs give you up to 150 hours of burn time with three AAA batteries. Super lightweight and waterproof. </span></p><br>
<ul><br>
<li>Sophisticated circuitry regulates the voltage to the LEDs, giving you maximum brightness longer. <br><br></li><br>
<li>Ultrabright LEDs are the highest quality LED available. They provide a smooth, white, wide-beam light.</li><br>
<li>A single switch gives you four light modes - low, medium and high brightness settings and a high blinking mode.</li><br>
<li>Waterproof to 3.3 feet (1 meter).</li><br>
<li>The Quad is a lightweight powerhouse - only 3.4 ounces (96 grams).</li><br>
<li>The head rotates 90 degrees to light things from the book in your hand out to 80 feet (24 meters).</li><br>
<li>The Battery Power Meter gives you feedback on the condition of your batteries. It allows you to make educated decisions about how soon you need to change them.</li><br>
<li>Three AAA batteries included.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>",<span>Power through the darkest conditions with the Princeton Tec Quad Headlamp. Four Ultrabright LEDs give you up to 150 hours of burn time with three AAA batteries. Super lightweight and waterproof. </span>,"Rs3,400.00",Rs0.00,Princeton Tec Quad Headlamp,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/princeton_tec_quad_headlamp.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/princeton_tec_quad_headlamp.jpg,
SKU: #1992,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">Double wall tent</span></p><br>
<p><span style=""color: #000000;"">Tunnel shape compact and super light.</span></p><br>
<p><span style=""color: #000000;"">1 place</span></p><br>
<p><span style=""color: #000000;"">1 entrance</span></p><br>
<p><span style=""color: #000000;"">Poles assembling system by sleeve.</span></p><br>
<p><span style=""color: #000000;"">Total weight: 0.96 kg including poles and pegs.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">Double wall tent</span>,<span style=""color: #000000;"">Tunnel shape compact and super light.</span>,<span style=""color: #000000;"">1 place</span>,<span style=""color: #000000;"">1 entrance</span>,<span style=""color: #000000;"">Poles assembling system by sleeve.</span>,<span style=""color: #000000;"">Total weight: 0.96 kg including poles and pegs.</span>","Rs13,925.00",Rs0.00,CAMP Tent minima 1 SL,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_1992.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_1992.jpg,
SKU: #1841,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/camping-outdoor.html"" title="""">Camping &amp; Outdoor</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;"">Double wall tent</span></p><br>
<p><span style=""color: #000000;"">Tunnel shape</span></p><br>
<p><span style=""color: #000000;"">Compact and light.</span></p><br>
<p><span style=""color: #000000;"">1 place</span></p><br>
<p><span style=""color: #000000;"">1 entrance</span></p><br>
<p><span style=""color: #000000;"">Poles assembling system by sleeve.</span></p><br>
<p><span style=""color: #000000;"">Total weight: 1.40 kg including poles and pegs.</span></p><br>
<p><span><br></span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">Double wall tent</span>,<span style=""color: #000000;"">Tunnel shape</span>,<span style=""color: #000000;"">Compact and light.</span>,<span style=""color: #000000;"">1 place</span>,<span style=""color: #000000;"">1 entrance</span>,<span style=""color: #000000;"">Poles assembling system by sleeve.</span>,<span style=""color: #000000;"">Total weight: 1.40 kg including poles and pegs.</span>,<span><br></span>","Rs10,500.00",Rs0.00,Camp Tent Minima 1,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/i/minima_1_camp.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp-minimatent.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/i/minima_1_camp.jpg,
